Proposições;Ementa;Explicação;Autor;UF;Partido;Apresentação;Situação;Link;TipoSG
PL 6072/2019;"Modifica a Lei nº 10.836, de 9 de janeiro de 2004, para reformular os benefícios financeiros do Programa Bolsa Família, assegurar a atualização monetária anual dos valores dos benefícios e dos valores referenciais para caracterização de situação de pobreza e de extrema pobreza; prever o desligamento voluntário de famílias beneficiárias e o retorno automático ao Programa; revoga o art. 2º, o art. 2º-A, o parágrafo único do art. 3º e o parágrafo único do art. 6º da Lei nº 10.836, de 9 de janeiro de 2004; e dá outras providências.";;"Tabata Amaral;Felipe Rigoni;João H. Campos;Pedro Cunha Lima;Raul Henry;Baleia Rossi;Paulo Pimenta;Wellington Roberto;André de Paula;Tadeu Alencar;Jhonatan de Jesus;Carlos Sampaio;André Figueiredo;Elmar Nascimento;Augusto Coutinho;José Nelto;Fernanda Melchionna;Toninho Wandscheer;André Ferreira;Daniel Coelho;Daniel Almeida;Luis Tibé;Rafael Motta;Arnaldo Jardim;Fred Costa;Leandre;Eduardo Braide;Joenia Wapichana;Arthur Lira;Pedro Lucas Fernandes;Ruy Carneiro;Rose Modesto;Professor Israel Batista;Celso Sabino;Geninho Zuliani;Beto Pereira;Célio Studart;Perpétua Almeida;Silvio Costa Filho;Rodrigo Agostinho;Paula Belmonte;Pedro Paulo;Aguinaldo Ribeiro;Marco Bertaiolli;Luisa Canziani;Adriana Ventura;Evair Vieira de Melo;Mariana Carvalho;Paulo Ganime;Rubens Bueno;Eduardo Cury;Franco Cartafina;Vinicius Poit;Tiago Mitraud;Samuel Moreira;Orlando Silva;Marcelo Ramos;Enrico Misasi";"SP;ES;PE;PB;PE;SP;RS;PB;PE;PE;RR;SP;CE;BA;PE;GO;RS;PR;PE;PE;BA;MG;RN;SP;MG;PR;MA;RR;AL;MA;PB;MS;DF;PA;SP;MS;CE;AC;PE;SP;DF;RJ;PB;SP;PR;SP;ES;RO;RJ;PR;SP;MG;SP;MG;SP;SP;AM;SP";"PDT;PSB;PSB;PSDB;MDB;MDB;PT;PL;PSD;PSB;REPUBLIC;PSDB;PDT;DEM;SOLIDARI;PODE;PSOL;PROS;PSC;CIDADANIA;PCdoB;AVANTE;PSB;CIDADANIA;PATRIOTA;PV;PMN;REDE;PP;PTB;PSDB;PSDB;PV;PSDB;DEM;PSDB;PV;PCdoB;REPUBLIC;PSB;CIDADANIA;DEM;PP;PSD;PTB;NOVO;PP;PSDB;NOVO;CIDADANIA;PSDB;PP;NOVO;NOVO;PSDB;PCdoB;PL;PV";2019-11-20;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2230008;PL
PL 5182/2019;Dispõe sobre Arranjos de Desenvolvimento da Educação (ADE).;;Luisa Canziani;PR;PTB;2019-09-24;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2221517;PL
PL 4896/2019;"Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos) e a Lei nº 9.504, de 30 de setembro de 1997 (Lei das Eleições), a fim de assegurar mecanismos e práticas de transparência, democracia interna, equidade e integridade nos partidos políticas e nas eleições; e dá outras providências.";;"Felipe Rigoni;Professor Israel Batista;Tabata Amaral;Marcelo Calero;Rodrigo Agostinho;Luisa Canziani;Coronel Armando;Eduardo Bismarck;Rosana Valle;Daniel Coelho;Felipe Carreras;Paula Belmonte;Rodrigo Coelho;Pedro Cunha Lima;Luiz Flávio Gomes;Gil Cutrim;Marlon Santos;Jesus Sérgio;Gastão Vieira;Átila Lira;Jefferson Campos;Alexandre Frota;Ted Conti;Liziane Bayer;Emidinho Madeira;Flávio Nogueira";"ES;DF;SP;RJ;SP;PR;SC;CE;SP;PE;PE;DF;SC;PB;SP;MA;RS;AC;MA;PI;SP;SP;ES;RS;MG;PI";"PSB;PV;PDT;CIDADANIA;PSB;PTB;PSL;PDT;PSB;CIDADANIA;PSB;CIDADANIA;PSB;PSDB;PSB;PDT;PDT;PDT;PROS;PSB;PSB;PSDB;PSB;PSB;PSB;PDT";2019-09-04;Aguardando Designação - Aguardando Devolução de Relator que deixou de ser Membro;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2218881;PL
PL 3443/2019;Dispõe sobre a Prestação Digital dos Serviços Públicos na Administração Pública - Governo Digital.;;"Tiago Mitraud;Vinicius Poit;João H. Campos;Luisa Canziani;Marcelo Calero;Mariana Carvalho;Paulo Ganime;Professor Israel Batista;Rodrigo Coelho";"MG;SP;PE;PR;RJ;RO;RJ;DF;SC";"NOVO;NOVO;PSB;PTB;CIDADANIA;PSDB;NOVO;PV;PSB";2019-06-11;Arquivada;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2207511;PL
PL 3264/2019;"Confere ao Município de Londrina, localizado no Estado do Paraná, o título de ""Capital Nacional da Economia Criativa"".";;Luisa Canziani;PR;PTB;2019-06-04;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2206188;PL
PL 586/2022;Autoriza os Estados e o Distrito Federal a legislarem sobre diretrizes e bases da educação domiciliar (Homeschooling), nos termos do parágrafo único do art. 22 da Constituição Federal de 1988. ;;Roman;PR;PATRIOTA;2022-03-15;Retirado pelo Autor;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2317984;PL
PL 503/2022;Interrompe por cinco anos a pesca comercial do dourado, Salminus brasiliensis (Cuvier, 1816).;;"Beto Pereira;Roman";"MS;PR";"PSDB;PATRIOTA";2022-03-09;Aguardando Designação de Relator;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2317468;PL
PL 1984/2021;"Denomina ""Ponte Jaime Lerner"" a nova ponte de integração Brasil - Paraguai.";;Roman;PR;PATRIOTA;2021-05-27;Aguardando Apreciação pelo Senado Federal;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2285004;PL
PL 1982/2021;"Denomina o trecho da rodovia BR-163, entre as cidades de Cascavel e Capitão Leônidas Marques, como ""ARCEBISPO DOM MAURO APARECIDO DOS SANTOS"".";;Roman;PR;PATRIOTA;2021-05-27;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2284979;PL
PL 1863/2021;Fixa em 36 meses o período de quarentena dos dirigentes das Agências Reguladoras, das Empresas Públicas e das Sociedades de Economia Mista;;Roman;PR;PATRIOTA;2021-05-18;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2283369;PL
PL 2646/2020;"Dispõe sobre as debêntures de infraestrutura, altera a Lei nº 9.481, de 13 de agosto de 1997, a Lei nº 11.478, de 29 de maio de 2007, a Lei nº 11.312, de 27 de junho de 2006, a Lei nº 12.431, de 24 de junho de 2011 e a Lei nº 12.712, de 30 de agosto de 2012 e dá outras providências.

NOVA EMENTA: Dispõe sobre as debêntures de infraestrutura; altera as Leis nºs 9.481, de 13 de agosto de 1997, 11.478, de 29 de maio de 2007, e 12.431, de 24 de junho de 2011; e dá outras providências.";;"João Maia;Hugo Leal;Rubens Bueno;Geninho Zuliani;Roman;Franco Cartafina;Rodrigo Coelho;Lucas Redecker;Kim Kataguiri;Augusto Coutinho;Orlando Silva;Odair Cunha;Felipe Rigoni";"RN;RJ;PR;SP;PR;MG;SC;RS;SP;PE;SP;MG;ES";"PL;PSD;CIDADANIA;DEM;PATRIOTA;PP;PSB;PSDB;DEM;SOLIDARI;PCdoB;PT;PSB";2020-05-14;Aguardando Apreciação pelo Senado Federal;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2252649;PL
PL 1861/2020;Confere prioridade de tramitação aos processos judiciais em fase de cumprimento de sentença que se utilizem de depósitos judiciais.;;Roman;PR;PSD;2020-04-14;Aguardando Designação de Relator;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2248039;PL
PL 154/2020;Dispõe sobre a expropriação de imóveis onde houver milícias armadas e dá outras providências.;;"Paulão;Erika Kokay;NEWTON CARDOSO;Jorge Solla;Carlos Henrique Gaguim;Sergio Vidigal;Pompeo de Mattos;Célio Silveira;Marlon Santos;Subtenente Gonzaga;Miguel Haddad;Reginaldo Lopes;André Ferreira;André Figueiredo;Expedito Netto;Isnaldo Bulhões Jr.;Carlos Zarattini;Dra. Vanda Milani;Vander Loubet;Roman;Marília Arraes;Edmilson Rodrigues;Nilto Tatto;Paulo Ramos;Pedro Uczai;Átila Lira;José Nelto;João Roma;José Guimarães;Damião Feliciano;Zeca Dirceu;Gleisi Hoffmann;José Ricardo;Afonso Florence;Uldurico Junior;Rodrigo Agostinho;Carlos Veras;Zé Silva;Wladimir Garotinho;Rubens Otoni;Airton Faleiro;Márcio Jerry;Natália Bonavides;André Janones;Rogério Correia;Marcon;Fábio Henrique;Valmir Assunção;Marcelo Nilo;Célio Moura;Mário Negromonte Jr.;Orlando Silva;João Daniel;José Airton Félix Cirilo;Mauro Lopes;Bacelar";"AL;DF;BA;TO;ES;RS;GO;RS;MG;SP;MG;PE;CE;RO;AL;SP;AC;MS;PR;PE;PA;SP;RJ;SC;PI;GO;BA;CE;PB;PR;PR;AM;BA;BA;SP;PE;MG;RJ;GO;PA;MA;RN;MG;MG;RS;SE;BA;BA;TO;BA;SP;SE;CE;MG;BA";"PT;PT;PT;DEM;PDT;PDT;PSDB;PDT;PDT;PSDB;PT;PSC;PDT;PSD;MDB;PT;SOLIDARI;PT;PSD;PT;PSOL;PT;PDT;PT;PP;PODE;REPUBLIC;PT;PDT;PT;PT;PT;PT;PROS;PSB;PT;SOLIDARI;PSD;PT;PT;PCdoB;PT;AVANTE;PT;PT;PDT;PT;PSB;PT;PP;PCdoB;PT;PT;MDB;PODE";2020-02-05;Aguardando Designação de Relator;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2236671;PL
PL 5714/2019;Inclui dispositivo na Lei n.º 13.756, de 12 de dezembro de 2018, que, dentre outros temas, dispõe sobre a destinação do produto da arrecadação das loterias, com o objetivo de que as entidades listadas no art. 22, incisos I a VI possam realizar acordos entre si, para a realização de ações, programas e projetos previstos na mesma legislação.;;Roman;PR;PSD;2019-10-29;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2227303;PL
PL 5703/2019;Altera a Lei no 12.592, de 18 de janeiro de 2012, para dispor sobre o enquadramento das sociedades empresárias de profissionais-parceiros no âmbito das respectivas categorias econômicas e dá outras providências. ;;Roman;PR;PSD;2019-10-29;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2227261;PL
PL 4624/2019;Altera a Lei nº 7.802, de 11 de julho de 1989, para dispor sobre os agentes biológicos de controle fitossanitário ou biodefensivos.;;Roman;PR;PSD;2019-08-21;Arquivada;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2216603;PL
PL 2972/2019;Altera a Lei nº 9.696, de 1 de setembro de 1998, que dispõe sobre a regulamentação da Profissão de Educação Física e cria os respectivos Conselho Federal e Conselhos Regionais de Educação Física.;;Roman;PR;PSD;2019-05-21;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2203969;PL
PL 3141/2021;Institui o Plano Nacional de Incentivo a Hortas Residenciais e Comunitárias.;;Luiz Nishimori;PR;PL;2021-09-14;Aguardando Designação de Relator;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2298535;PL
PL 3140/2021;"Altera o art. 25 da Lei nº 9.514, de 20 de novembro de 1997, que  ""Dispõe sobre o Sistema de Financiamento Imobiliário, institui a alienação fiduciária de coisa imóvel e dá outras providências.""";;Luiz Nishimori;PR;PL;2021-09-14;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2298532;PL
PL 354/2021;Visa a coibir a propagação de anúncios publicitários e de demais comunicações mercadológicas que fomentem o sexismo, a misoginia e outras formas de violência contra a mulher e institui política de incentivo em favor dos fornecedores de produtos e serviços que adotem ações afirmativas direcionadas à promoção da equidade entre os gêneros e ao fortalecimento da representatividade feminina no mercado de consumo (“Lei Magó”).;;Luiz Nishimori;PR;PL;2021-02-09;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2269841;PL
PL 5308/2020;Dispõe sobre incentivos fiscais para operações com veículos automóveis elétricos ou híbridos.;;Luiz Nishimori;PR;PL;2020-12-01;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2265728;PL
PL 2789/2020;Dispõe sobre a suspensão do pagamento da Contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita decorrente das vendas no mercado interno de rações utilizadas na criação aquática e dá outras providências.;;Luiz Nishimori;PR;PL;2020-05-20;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2253319;PL
PL 2749/2020;Cria o Fundo Nacional de Combate aos Efeitos de Calamidades Públicas.;;Luiz Nishimori;PR;PL;2020-05-19;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2252937;PL
PL 1403/2020;Dispõe sobre a movimentação da conta vinculada do trabalhador no Fundo de Garantia do Tempo de Serviço  FGTS em caso de emergência, de estado de calamidade pública ou de pandemia declarada pela Organização Mundial da Saúde, reconhecidos pelo Poder Executivo Federal.;;Luiz Nishimori;PR;PL;2020-04-01;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242672;PL
PL 1402/2020;Altera a Lei n° 11.350, de 5 de outubro de 2006, para dispor sobre a concessão de adicional de insalubridade aos Agentes Comunitários de Saúde e aos Agentes de Combate às Endemias.;;Luiz Nishimori;PR;PL;2020-04-01;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242671;PL
PL 6418/2019;Dispõe isenção da Contribuição para o PIS/Pasep e da Cofins incidentes sobre a receita decorrente das vendas de rações utilizadas na criação aquática.;;Luiz Nishimori;PR;PL;2019-12-11;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2233829;PL
PL 5555/2019;Altera a Lei nº 8.171, de 17 de janeiro de 1991 para acrescentar pressupostos de política agrícola e proteção do tomador de crédito rural.;;Luiz Nishimori;PR;PL;2019-10-16;Aguardando Designação de Relator;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2225700;PL
PL 5420/2019;Concede a cidade de Maringá, localizada no estado do Paraná, o título de Capital Nacional do Associativismo. ;;Luiz Nishimori;PR;PL;2019-10-08;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2224324;PL
PL 5087/2019;Altera a Lei nº 11.947, de 16 de junho de 2016, para inserir o pescado e seus derivados no cardápio da alimentação escolar. ;;Luiz Nishimori;PR;PL;2019-09-17;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2220521;PL
PL 5086/2019;Altera a Lei nº 1.283, de 18 de dezembro de 1950, para dispor sobre a inspeção industrial e sanitária de produtos de pescado e seus derivados.;;Luiz Nishimori;PR;PL;2019-09-17;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2220520;PL
PL 1094/2019;Cria a Zona Franca de Foz do Iguaçu, Estado do Paraná.;;Luiz Nishimori;PR;PR;2019-02-25;Aguardando Designação de Relator;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2192974;PL
PL 624/2019;Institui a Política Nacional de Dados Abertos e dá outras providências. ;;Luiz Nishimori;PR;PR;2019-02-12;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2191656;PL
PL 623/2019;Regulamenta o princípio da legalidade administrativa em todas as esferas da administração pública direta e indireta.;;Luiz Nishimori;PR;PR;2019-02-12;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2191655;PL
PL 622/2019;Altera o § 5º do art. 261 da Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre curso preventivo de reciclagem para motoristas profissionais.;;Luiz Nishimori;PR;PR;2019-02-12;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2191654;PL
PL 621/2019;"""Altera o Decreto-Lei 2848, de 07 de dezembro de 1940, que institui o Código Penal, para estabelecer punição à prática de atos libidinosos praticados em espaços públicos e dentro de transportes coletivos""";;Luiz Nishimori;PR;PR;2019-02-12;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2191653;PL
PL 620/2019;Altera a Lei nº 10.880, de 9 de junho de 2004, para dispor sobre assistência financeira da União para o transporte intermunicipal de alunos matriculados em cursos de graduação e de educação profissional técnica e tecnológica. ;;Luiz Nishimori;PR;PR;2019-02-12;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2191652;PL
PL 619/2019;Dispõe sobre a instalação de equipamento eliminador de ar na tubulação do sistema de água residencial ou comercial.;;Luiz Nishimori;PR;PR;2019-02-12;Aguardando Designação de Relator;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2191651;PL
PL 618/2019;Altera a Lei n°11.959 de 29 de junho de 2009, que dispõe sobre a Política Nacional de Desenvolvimento Sustentável da Aquicultura e da Pesca, para disciplinar a pesca esportiva. ;;Luiz Nishimori;PR;PR;2019-02-12;Aguardando Designação de Relator;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2191650;PL
PL 617/2019;Altera o art. 36 da Lei nº 5.194, de 24 de dezembro de 1966, para modificar a destinação de receitas arrecadas pelos Conselhos Regionais de Engenharia e Agronomia, e dá outras providências. ;;Luiz Nishimori;PR;PR;2019-02-12;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2191649;PL
PL 615/2019;Altera a Lei nº 8.918, de 14 de julho de 1994, para estabelecer que sucos industrializados sejam compostos de no mínimo 35% de fruta ou parte do vegetal de origem.;;Luiz Nishimori;PR;PR;2019-02-12;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2191647;PL
PL 551/2022;Altera a Lei nº 9.504, de 30 de setembro de 1997, para possibilitar, no ano em que se realizar eleição, a doação de produtos apreendidos pela Receita Federal até o dia de início da propaganda eleitoral. ;;Rubens Bueno;PR;CIDADANIA;2022-03-11;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2317656;PL
PL 338/2022;Modifica o Decreto-Lei nº 986, de 21 de outubro de 1969 para determinar a impressão em rótulos e embalagens de alimentos, medicamentos e cosméticos de advertência sobre a presença de corantes.;;Rubens Bueno;PR;CIDADANIA;2022-02-22;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2314953;PL
PL 94/2022;Dispõe sobre a concessão do benefício previdenciário de auxílio por incapacidade temporária, no Regime Geral de Previdência Social, na falta de realização de perícia médica oficial.;;Rubens Bueno;PR;CIDADANIA;2022-02-02;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2313919;PL
PL 3175/2021;Altera a Lei nº 12.799 de 10 de abril de 2013, que dispõe sobre a isenção de pagamento de taxas para inscrição em processos seletivos de ingresso nos cursos das instituições federais de educação superior.;;Rubens Bueno;PR;CIDADANIA;2021-09-15;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2298862;PL
PL 1640/2021;Altera as Leis nº 6.259, de 30 de outubro de 1975, e nº 8.239, de 4 de outubro de 1991, para dispor sobre a mobilização de profissionais e estudantes da área da saúde para o controle de epidemias e em situações de calamidade pública. ;;Rubens Bueno;PR;CIDADANIA;2021-04-29;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2279798;PL
PL 1158/2021;Cria o Passaporte Sanitário de Covid-19 em território nacional;;"Geninho Zuliani;Vicentinho Júnior;Carlos Chiodini;Magda Mofatto;Bacelar;Herculano Passos;Vermelho;Gustinho Ribeiro;Dr. Leonardo;Carlos Henrique Gaguim;Rubens Bueno;Dr. Zacharias Calil;Eduardo Bismarck";"SP;TO;SC;GO;BA;SP;PR;SE;MT;TO;PR;GO;CE";"DEM;PL;MDB;PL;PODE;MDB;PSD;SOLIDARI;SOLIDARI;DEM;CIDADANIA;DEM;PDT";2021-03-31;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2276074;PL
PL 639/2021;"Prorroga o prazo para a apresentação da Declaração de Ajuste Anual do Imposto de Renda Pessoa Física referente ao exercício de 2021, no ano-calendário de 2020, em decorrência da emergência de saúde pública de importância internacional relacionada ao coronavírus (Covid-19).

NOVA EMENTA: Altera a Lei nº 9.250, de 26 de dezembro de 1995, para prorrogar o prazo para a apresentação da Declaração de Ajuste Anual do Imposto sobre a Renda da Pessoa Física referente ao exercício de 2021, ano-calendário de 2020.";;"Rubens Bueno;Rodrigo Coelho";"PR;SC";"CIDADANIA;PSB";2021-03-01;Aguardando Apreciação do Veto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2271087;PL
PL 28/2021;Institui o auxílio renda emergencial para o enfrentamento da crise de saúde pública decorrente do coronavírus (Covid-19).;;"Arnaldo Jardim;Rubens Bueno;Alex Manente;Daniel Coelho;Da Vitoria;Paula Belmonte";"SP;PR;SP;PE;ES;DF";"CIDADANIA;CIDADANIA;CIDADANIA;CIDADANIA;CIDADANIA;CIDADANIA";2021-02-03;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2268648;PL
PL 5094/2020;Altera a Lei nº 10.779, de 25 de novembro de 2003, para incluir categorias entre as beneficiárias do seguro-desemprego durante o período do defeso.;;Rubens Bueno;PR;CIDADANIA;2020-11-05;Aguardando Designação de Relator;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2265026;PL
PL 4737/2020;Dispõe sobre os procedimentos relativos ao rastreamento, identificação e ao acompanhamento de armas de fogo e sobre marcação de embalagens e cartuchos de munição no território nacional.;;"Arnaldo Jardim;Rubens Bueno";"SP;PR";"CIDADANIA;CIDADANIA";2020-09-29;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2263464;PL
PL 4153/2020;Concede isenção dos tributos federais que especifica, incidentes sobre as receitas dos laboratórios de análises clínicas com a realização de exames para a detecção da Covid-19, durante a vigência da situação de calamidade pública reconhecida pelo Decreto Legislativo nº 6, de 2020, decorrente da pandemia declarada pela Organização Mundial da Saúde .;;Rubens Bueno;PR;CIDADANIA;2020-08-11;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2259825;PL
PL 4118/2020;Altera a Lei nº 13.982, de 2 de abril de 2020, para prorrogar por mais três meses a vigência da dedução do repasse das contribuições à previdência social referente ao valor devido ao segurado empregado cuja incapacidade temporária para o trabalho seja comprovadamente decorrente de sua contaminação pelo coronavírus (Covid-19). ;;Rubens Bueno;PR;CIDADANIA;2020-08-07;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2259707;PL
PL 3525/2020;Dispõe sobre a possibilidade de mudança do regime de tributação com base no lucro presumido para o regime de apuração do lucro real, em virtude do estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020.;;Rubens Bueno;PR;CIDADANIA;2020-06-26;Arquivada;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2256349;PL
PL 3249/2020;Acrescenta dispositivo à Lei 13.979 de 2020, e à Lei n°6.015, de 31 de dezembro de 1973, para dispor sobre o registro digital compulsório de óbitos em sistema centralizado.;;"Rubens Bueno;Carmen Zanotto";"PR;SC";"CIDADANIA;CIDADANIA";2020-06-10;Aguardando Constituição de Comissão Temporária;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2254980;PL
PL 3196/2020;Cria o Programa Universal de Proteção Infantil e dá outras providências.;;"Paula Belmonte;Rubens Bueno;Rodrigo Coelho;General Peternelli;Tereza Nelma;João H. Campos";"DF;PR;SC;SP;AL;PE";"CIDADANIA;CIDADANIA;PSB;PSL;PSDB;PSB";2020-06-09;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2254805;PL
PL 2646/2020;"Dispõe sobre as debêntures de infraestrutura, altera a Lei nº 9.481, de 13 de agosto de 1997, a Lei nº 11.478, de 29 de maio de 2007, a Lei nº 11.312, de 27 de junho de 2006, a Lei nº 12.431, de 24 de junho de 2011 e a Lei nº 12.712, de 30 de agosto de 2012 e dá outras providências.

NOVA EMENTA: Dispõe sobre as debêntures de infraestrutura; altera as Leis nºs 9.481, de 13 de agosto de 1997, 11.478, de 29 de maio de 2007, e 12.431, de 24 de junho de 2011; e dá outras providências.";;"João Maia;Hugo Leal;Rubens Bueno;Geninho Zuliani;Roman;Franco Cartafina;Rodrigo Coelho;Lucas Redecker;Kim Kataguiri;Augusto Coutinho;Orlando Silva;Odair Cunha;Felipe Rigoni";"RN;RJ;PR;SP;PR;MG;SC;RS;SP;PE;SP;MG;ES";"PL;PSD;CIDADANIA;DEM;PATRIOTA;PP;PSB;PSDB;DEM;SOLIDARI;PCdoB;PT;PSB";2020-05-14;Aguardando Apreciação pelo Senado Federal;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2252649;PL
PL 2604/2020;Altera a Lei nº 10.753, de 30 de outubro de 2003, que institui a Poli´tica Nacional do Livro, para estabelecer medidas a vigorar em peri´odo de calamidade pu´blica.;;"Fernanda Melchionna;David Miranda;Edmilson Rodrigues;Nilto Tatto;Frei Anastacio Ribeiro;Jorge Solla;Ivan Valente;Luiza Erundina;Helder Salomão;Joseildo Ramos;Célio Moura;Túlio Gadêlha;Waldenor Pereira;Airton Faleiro;Rubens Bueno;André Figueiredo;Alessandro Molon;Carlos Veras;João Daniel;Professora Rosa Neide;Patrus Ananias;Pedro Uczai;Valmir Assunção;Luizianne Lins;Paulo Teixeira;Maria do Rosário;José Ricardo;Enio Verri;Gleisi Hoffmann;Marília Arraes;Lídice da Mata;Natália Bonavides;Alencar Santana;Vicentinho;Rui Falcão;Marcon;Zé Carlos;Henrique Fontana;Rogério Correia;Paulo Guedes;Rejane Dias;Vander Loubet;José Guimarães;Bohn Gass;Benedita da Silva";"RS;RJ;PA;SP;PB;BA;SP;SP;ES;BA;TO;PE;BA;PA;PR;CE;RJ;PE;SE;MT;MG;SC;BA;CE;SP;RS;AM;PR;PR;PE;BA;RN;SP;SP;SP;RS;MA;RS;MG;MG;PI;MS;CE;RS;RJ";"PSOL;PSOL;PSOL;PT;PT;PT;PSOL;PSOL;PT;PT;PT;PDT;PT;PT;CIDADANIA;PDT;PSB;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PSB;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-05-13;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2252541;PL
